Dataset,number cross validation,Learning Rate,Number convolutions,N,Accuracy score,FPR,TPR,pecision score,Recall score,Auc score,Pr auc score,Training_time (seconds),Inference_time (seconds)
eurosat,8,0.000419971,2,3,0.565656566,0.048374362,0.549274892,0.568716748,0.549274892,0.910436589,0.595665934,29.40272379,0.032455206
eurosat,9,0.001511286,1,2,0.54,0.051367938,0.518908635,0.55245529,0.518908635,0.879008196,0.569471617,23.75453401,0.02919817
food101,0,2.77E-06,2,2,0.02,0.009820051,0.01650165,0.004374949,0.01650165,-1,-1,41.44827604,0.04433012
food101,1,7.84E-06,2,8,0.015,0.009877638,0.01320132,0.002952467,0.01320132,-1,-1,38.69047666,0.036240816
food101,2,1.01E-06,1,2,0.005,0.009987806,0.004950495,0.00090009,0.004950495,0.533582334,0.025061205,32.2356813,0.038153172
food101,3,1.04E-06,0,2,0.005,0.009979494,0.004950495,0.000202061,0.004950495,0.49312432,0.024463302,23.00364709,0.030765533
food101,4,1.23E-05,1,7,0.015306122,0.009880157,0.012376238,0.011836522,0.012376238,0.492912391,0.020107136,29.64393592,0.034610271
food101,5,1.00E-06,0,2,0.02,0.009831186,0.01320132,0.002310231,0.01320132,0.479741731,0.029108887,23.03489661,0.031324863
food101,6,3.79E-06,3,8,0.01,0.009943634,0.00660066,0.001730661,0.00660066,0.496516161,0.033689703,47.97388935,0.040374041
food101,7,7.10E-06,0,3,0.005050505,0.009972245,0.004950495,0.001980198,0.004950495,-1,-1,21.74905562,0.029215336
food101,8,3.84E-06,3,2,0.015,0.009869545,0.011551155,0.002655931,0.011551155,-1,-1,51.15381122,0.041675329
food101,9,2.06E-06,0,2,0.015,0.009877384,0.00990099,0.000390829,0.00990099,0.509413997,0.018883317,22.95148468,0.028459311
horses_or_humans,0,0.001910756,3,8,0.46875,0.529526704,0.470473296,0.469642857,0.470473296,0.461571863,0.468003161,16.5002985,0.022060633
horses_or_humans,1,0.000169427,3,7,0.428571429,0.570833333,0.429166667,0.428929766,0.429166667,0.41,0.447925178,16.62791729,0.021803141
horses_or_humans,2,0.000307974,0,5,0.53,0.47275641,0.52724359,0.527743778,0.52724359,0.546875,0.541378576,7.668386459,0.019491196
horses_or_humans,3,0.012356903,2,3,0.519607843,0.5,0.5,0.259803922,0.5,0.489025799,0.736485219,14.31291604,0.021727562
horses_or_humans,4,3.13E-06,1,7,0.489795918,0.516666667,0.483333333,0.472222222,0.483333333,0.4625,0.501655003,10.83812141,0.021220207
horses_or_humans,5,0.000716697,1,6,0.558823529,0.441153846,0.558846154,0.558823529,0.558846154,0.557307692,0.540403966,10.6633687,0.024044037
horses_or_humans,6,0.000122086,3,7,0.469387755,0.530612245,0.469387755,0.469336671,0.469387755,0.478134111,0.498152055,16.53312111,0.022420168
horses_or_humans,7,0.000540939,0,4,0.54,0.457532051,0.542467949,0.543019481,0.542467949,0.521634615,0.527421346,8.200767279,0.022016287
horses_or_humans,8,0.000134397,0,8,0.5,0.499130435,0.500869565,0.500869565,0.500869565,0.49826087,0.500561654,7.491991043,0.019394159
horses_or_humans,9,0.001989577,1,8,0.520833333,0.479166667,0.520833333,0.520869565,0.520833333,0.568142361,0.594507403,10.52625632,0.022236109
kmnist,0,1.35E-06,3,3,0.136363636,0.096790967,0.13020032,0.193616287,0.13020032,0.498331187,0.111728021,8.179804564,0.03165555
kmnist,1,3.76E-06,2,5,0.115,0.099370669,0.105381388,0.085799504,0.105381388,0.492944398,0.121452611,5.520866394,0.025340319
kmnist,2,1.00E-06,0,3,0.055555556,0.105428421,0.051764193,0.032458343,0.051764193,0.456967821,0.087996657,4.98979044,0.035752535
kmnist,3,1.13E-05,0,6,0.131313131,0.097205061,0.123893429,0.077783251,0.123893429,0.502519287,0.117237659,3.549468279,0.034834385
kmnist,4,0.000451801,1,8,0.08,0.10236351,0.079294945,0.078634437,0.079294945,0.446887475,0.095413847,3.809403896,0.023608208
kmnist,5,1.07E-06,0,2,0.09,0.101828752,0.084621336,0.069850135,0.084621336,0.490366105,0.09888137,7.018427849,0.040987492
kmnist,6,0.00001,1,4,0.105,0.100143305,0.097488831,0.064160762,0.097488831,0.529703451,0.116142107,5.523187876,0.02606225
kmnist,7,9.53E-06,2,3,0.085858586,0.10255601,0.079381606,0.066688948,0.079381606,0.447895846,0.103454279,7.581290483,0.028380394
kmnist,8,2.00E-05,1,5,0.09,0.101831325,0.086401874,0.074718235,0.086401874,0.476508316,0.099019067,4.588142157,0.034137487
kmnist,9,0.093761371,0,2,0.09,0.1,0.1,0.009,0.1,0.497605555,0.445248941,7.126136541,0.039641142
mnist,0,1.15E-06,1,2,0.07,0.10365911,0.068182413,0.057310925,0.068182413,0.495930031,0.106022101,6.766715288,0.01821661
mnist,1,3.37E-05,3,7,0.086734694,0.102435304,0.079230685,0.09242834,0.079230685,0.515042102,0.110462447,5.198866606,0.015545607
mnist,2,7.65E-06,1,5,0.09,0.101833322,0.083679307,0.074832914,0.083679307,0.457148222,0.096021194,4.073875189,0.022507906
mnist,3,0.013196111,2,3,0.106060606,0.1,0.1,0.010606061,0.1,0.508355975,0.38770901,6.649240017,0.018789291
mnist,4,0.001054418,2,3,0.050505051,0.105582081,0.049265493,0.040223475,0.049265493,0.487843653,0.104062363,5.155819416,0.016228199
mnist,5,4.71E-05,2,7,0.107142857,0.099560129,0.103934837,0.111538218,0.103934837,0.507059544,0.111332913,4.297247171,0.015975714
mnist,6,1.35E-05,3,2,0.115,0.098997482,0.109047619,0.090735631,0.109047619,0.511701878,0.122988648,8.845793009,0.018401861
mnist,7,1.15E-06,3,3,0.101010101,0.100444219,0.095338164,0.072637363,0.095338164,0.521542858,0.118798574,6.797018766,0.018234253
mnist,8,2.63E-05,0,8,0.12,0.098438599,0.110356326,0.069641504,0.110356326,0.533810652,0.117761297,2.753289223,0.015112162
mnist,9,0.00036034,1,3,0.095959596,0.100573475,0.093913906,0.09145568,0.093913906,0.501338544,0.110765374,4.86423707,0.016507149
mnist_corrupted,0,5.27E-05,2,8,0.075,0.103891629,0.06785115,0.038287546,0.06785115,0.521097174,0.108235401,4.642234087,0.019428253
mnist_corrupted,1,8.62E-06,3,6,0.141414141,0.096466339,0.130969816,0.131157834,0.130969816,0.512450543,0.113292602,5.32131505,0.016453505
mnist_corrupted,2,6.97E-05,2,7,0.096938776,0.101094564,0.093915904,0.136354978,0.093915904,0.524043901,0.108571373,4.4511199,0.015666008
mnist_corrupted,3,0.006072916,3,8,0.12,0.097834081,0.118495696,0.089648854,0.118495696,0.506389093,0.112889472,5.237985611,0.016092062
mnist_corrupted,4,2.79E-05,2,2,0.095,0.101110065,0.091082251,0.094223141,0.091082251,0.507633203,0.124369458,9.188071251,0.020885706
mnist_corrupted,5,1.01E-06,3,4,0.075,0.103123679,0.071536797,0.043582888,0.071536797,0.452124036,0.093980922,5.950101376,0.01833868
mnist_corrupted,6,2.47E-05,3,5,0.135,0.096703457,0.128787879,0.117872309,0.128787879,0.527949973,0.124811041,5.384804249,0.015655279
mnist_corrupted,7,8.10E-05,0,2,0.07,0.103647991,0.066764193,0.069263505,0.066764193,0.476157685,0.097918177,5.176207781,0.01813817
mnist_corrupted,8,0.00690386,3,8,0.135,0.096398457,0.129783698,0.103081679,0.129783698,0.512155974,0.116685752,5.065272331,0.016008139
mnist_corrupted,9,0.000952657,1,7,0.112244898,0.098896717,0.110747608,0.107956881,0.110747608,0.498005225,0.106306053,3.819626331,0.016413212
plant_village,0,2.61E-06,1,2,0.125,0.02579377,0.031087887,0.012027173,0.031087887,-1,-1,22.60324621,0.024906635
plant_village,1,1.09E-06,3,5,0.115,0.0259458,0.029636591,0.00602696,0.029636591,-1,-1,32.2832129,0.036426783
plant_village,2,2.46E-06,3,2,0.11,0.026299543,0.026315789,0.002968961,0.026315789,-1,-1,34.49680924,0.030547142
plant_village,3,2.62E-06,0,5,0.095,0.026481809,0.024906964,0.012027172,0.024906964,-1,-1,14.98406529,0.023076773
plant_village,4,1.04E-06,3,2,0.095,0.026576976,0.024162679,0.004959739,0.024162679,-1,-1,34.40470123,0.034156799
plant_village,5,3.17E-06,0,8,0.105,0.026453811,0.025119617,0.002834008,0.025119617,-1,-1,14.46633625,0.023252964
plant_village,6,3.92E-06,3,8,0.105,0.026460346,0.025119617,0.002791069,0.025119617,-1,-1,31.87735128,0.033494711
plant_village,7,0.000001,3,7,0.112244898,0.026029738,0.0284689,0.009739867,0.0284689,0.555238979,0.049546855,31.93236518,0.356047869
plant_village,8,1.82E-05,0,7,0.071428571,0.027333398,0.017501889,0.003691838,0.017501889,0.532528825,0.040729233,14.60625529,0.378279448
plant_village,9,1.00E-06,0,3,0.095959596,0.026362351,0.025661043,0.010112442,0.025661043,0.481399809,0.028843106,16.05435419,0.033132315
rock_paper_scissors,0,0.001260835,3,6,0.308080808,0.345912491,0.308499461,0.305456157,0.308499461,0.494818092,0.340782036,31.62200546,0.047381639
rock_paper_scissors,1,5.71E-06,1,5,0.335,0.331411126,0.337195484,0.353903255,0.337195484,0.500458935,0.346841977,20.45790815,0.041878939
rock_paper_scissors,2,0.00001,1,4,0.35,0.324664556,0.350564468,0.237612041,0.350564468,0.479100709,0.331889769,20.50148106,0.041394949
rock_paper_scissors,3,1.03E-06,0,2,0.355,0.320895522,0.357991682,0.613402062,0.357991682,0.511723357,0.381195846,15.93453193,0.044429779
rock_paper_scissors,4,0.001147362,3,6,0.348484848,0.325423929,0.349527421,0.346848582,0.349527421,0.501375021,0.332898932,32.13953233,0.059860468
rock_paper_scissors,5,0.001195194,2,4,0.315,0.342605156,0.314616756,0.314367114,0.314616756,0.454259451,0.31222868,26.28984737,0.045668125
rock_paper_scissors,6,5.32E-05,2,8,0.35,0.324438414,0.350861557,0.353450656,0.350861557,0.5279884,0.339102692,25.94977188,0.044335365
rock_paper_scissors,7,1.33E-06,2,7,0.321428571,0.342834427,0.314714307,0.207967339,0.314714307,0.504092586,0.340021349,25.93975925,0.545665979
rock_paper_scissors,8,0.00019409,0,8,0.335,0.332772229,0.334313282,0.32976588,0.334313282,0.465101016,0.306438038,14.34117889,0.04118371
rock_paper_scissors,9,7.51E-05,1,6,0.323232323,0.337062875,0.325977339,0.356054131,0.325977339,0.478223431,0.327400742,20.33742595,0.044917345
stl10,0,3.37E-05,1,3,0.101010101,0.100035333,0.098307131,0.10002772,0.098307131,0.432104583,0.099053211,21.30935884,0.027097702
stl10,1,0.002570968,2,7,0.137755102,0.095827026,0.136842105,0.146655289,0.136842105,0.517533229,0.120838199,26.08358216,0.030982971
stl10,2,0.003972375,0,7,0.107142857,0.099014359,0.108327732,0.11166781,0.108327732,0.495811749,0.106392544,14.27311635,0.025112629
stl10,3,1.32E-05,2,2,0.11,0.098831563,0.110580618,0.102179243,0.110580618,0.496319913,0.123832572,28.12450576,0.032524586
stl10,4,9.04E-05,3,2,0.125,0.097371603,0.124409888,0.115349259,0.124409888,0.478282613,0.109502243,34.17439318,0.034263134
stl10,5,9.62E-06,2,4,0.135,0.096377644,0.133248652,0.117958071,0.133248652,0.473695102,0.105968072,26.57362437,0.029544115
stl10,6,1.01E-06,3,8,0.14,0.096095271,0.133145363,0.121213675,0.133145363,0.527145971,0.132490812,32.07129312,0.035763502
stl10,7,1.08E-06,3,2,0.12,0.098332386,0.113986102,0.04743381,0.113986102,0.516102737,0.130618824,34.0551424,0.032352686
stl10,8,2.02E-05,3,8,0.12,0.097919503,0.117477785,0.118614285,0.117477785,0.505811093,0.115050274,32.03126025,0.031956434
stl10,9,4.68E-06,3,7,0.076530612,0.102705878,0.076526611,0.031313131,0.076526611,0.498761198,0.106120101,31.66539645,0.03405714
svhn_cropped,0,0.001371452,3,2,0.765,0.026055221,0.747470349,0.736829847,0.747470349,0.96108563,0.826031093,12.96092629,0.027115107
svhn_cropped,1,0.001420584,3,2,0.735,0.029461284,0.71763852,0.720866831,0.71763852,0.959790323,0.803833703,12.41143012,0.023216009
svhn_cropped,2,0.001759907,3,2,0.745,0.028548151,0.734831256,0.739527858,0.734831256,0.956906897,0.827021029,12.33049273,0.025085926
svhn_cropped,3,0.000634194,3,2,0.815,0.021189129,0.785261758,0.824302968,0.785261758,0.968386361,0.850508441,12.29602242,0.023207426
svhn_cropped,4,0.0009863,3,5,0.735,0.029539927,0.711414305,0.721728228,0.711414305,0.947496575,0.783892185,9.807508469,0.021550417
svhn_cropped,5,0.000639468,3,2,0.815,0.020735366,0.799294733,0.812887271,0.799294733,0.967435975,0.860356627,12.2755177,0.022643328
svhn_cropped,6,0.001435007,3,2,0.745,0.028583194,0.730021312,0.739863621,0.730021312,0.952665632,0.801532013,12.26740527,0.027850151
svhn_cropped,7,0.001001087,3,2,0.785,0.024232924,0.783604887,0.786695442,0.783604887,0.970221847,0.865357791,12.38521767,0.024102211
svhn_cropped,8,0.001339125,3,2,0.77,0.025650065,0.744002017,0.757107095,0.744002017,0.950801747,0.799568493,12.66018105,0.024986029
svhn_cropped,9,0.000453531,3,2,0.805,0.022014848,0.779791235,0.795633655,0.779791235,0.96837919,0.852439986,12.40230846,0.025328398
tf_flowers,0,1.00E-06,1,2,0.275,0.191403937,0.229843104,0.216298701,0.229843104,0.542996633,0.234545291,21.54534864,0.039765835
tf_flowers,1,1.02E-06,3,4,0.27,0.193435826,0.224287548,0.220993789,0.224287548,0.520704331,0.240096754,32.07665968,0.044834375
tf_flowers,2,2.53E-06,1,8,0.24,0.200089363,0.197653402,0.11744325,0.197653402,0.462683265,0.192712857,20.17985082,0.037511349
tf_flowers,3,1.00E-06,3,6,0.247474747,0.200576691,0.198634146,0.095883576,0.198634146,0.473447496,0.184811878,31.74084544,0.04701066
tf_flowers,4,0.000001,3,8,0.235,0.202412914,0.192348432,0.148587571,0.192348432,0.474944514,0.199610089,31.94835305,0.046786308
tf_flowers,5,3.59E-06,3,2,0.22,0.205356312,0.17998916,0.123559969,0.17998916,0.483672305,0.203575307,32.63234591,0.051697969
tf_flowers,6,1.02E-06,3,4,0.21,0.207234664,0.172390244,0.075078975,0.172390244,0.489027317,0.193460121,32.57437229,0.04652071
tf_flowers,7,0.094636062,3,3,0.202020202,0.2,0.2,0.04040404,0.2,0.506481481,0.556818182,32.45880437,0.045960903
tf_flowers,8,1.70E-06,3,2,0.265,0.192571966,0.225222222,0.194193548,0.225222222,0.49770313,0.198320806,32.60071659,0.04386425
tf_flowers,9,1.04E-06,3,8,0.26,0.195552471,0.216714286,0.178699023,0.216714286,0.545419214,0.244790335,31.56214762,0.045793295
uc_merced,0,1.00E-06,3,4,0.055,0.047258198,0.054497354,0.059814421,0.054497354,0.51261853,0.061378374,31.95351553,0.043126822
uc_merced,1,6.81E-05,0,4,0.055,0.047272632,0.054497354,0.110047624,0.054497354,0.49045505,0.0601082,14.85470557,0.040023088
uc_merced,2,4.76E-05,2,3,0.04040404,0.047986368,0.03968254,0.04114373,0.03968254,0.496499524,0.055916076,27.09002161,0.049799204
uc_merced,3,0.000140735,2,4,0.045,0.047733207,0.044973545,0.044495319,0.044973545,0.489742375,0.061223736,26.37627745,0.040252447
